"","logFC","logCPM","F","PValue"
"ENSG00000000419",0.496986099456523,3.01900672826796,0.61158630454094,0.443182536391773
"ENSG00000000457",0.184366166887823,6.24907482351974,0.1696598364103,0.684714129365281
"ENSG00000000460",0.21843003785031,6.75792436890391,0.386231998343383,0.541176433726802
"ENSG00000001036",-0.174000378302735,4.38190734682942,0.0842985544359154,0.774488172379152
"ENSG00000001460",0.171195053449022,6.38885207587997,0.0860043200651757,0.772284957402075
"ENSG00000001497",-0.263698677947959,2.92930505710469,0.11517464542273,0.737800198396577
"ENSG00000001626",2.43090367278516,5.30357192714863,14.6951539191544,0.00100987799224669
"ENSG00000001631",0.458332893370177,5.17242786488722,0.987382633837716,0.332034731314942
"ENSG00000002016",0.148162925920659,4.70445315321196,0.0313960257711508,0.861108844356066
"ENSG00000002079",0.813220292719146,3.68320700114012,0.97646778985456,0.33465957696471
"ENSG00000002330",-1.2652155312026,3.42998853765614,4.83404570204052,0.0396069409676168
"ENSG00000002587",0.0650358185996541,4.00360366390639,0.00540516369265506,0.942109256064626
"ENSG00000002726",-0.671063956310841,2.41956216415576,0.176598041590798,0.679185028661568
"ENSG00000002746",-0.733058105118349,3.15558182799805,0.682263108677288,0.418373277264139
"ENSG00000002933",1.4087527456464,2.86975981139868,1.703429473346,0.206383786147138
"ENSG00000003056",0.0615458215407432,7.73890354294269,0.0253724984033038,0.875010345383118
"ENSG00000003147",-1.29416849148281,3.24011164175888,2.14305488638899,0.158470617245677
"ENSG00000003249",0.166066627877921,4.0583920703522,0.15916783338073,0.694073203308206
"ENSG00000003402",-0.163029560739974,3.47642493560909,0.0748598096378385,0.787141616280738
"ENSG00000003436",-1.81006586624975,3.60534950229356,1.56794578469952,0.224685183602788
"ENSG00000003509",0.868251111133497,6.77751440639256,2.97234086201893,0.099835920740358
"ENSG00000003987",0.28480984630184,7.80896022784749,0.388400826298415,0.540053448025351
"ENSG00000004139",0.136572289741482,8.81452103842054,0.0682936929582302,0.796460224510799
"ENSG00000004142",0.241305179046896,6.45910203432138,0.371795326414547,0.54876576579602
"ENSG00000004478",-0.269263845344445,5.44413518097638,0.212365194008543,0.649799497482164
"ENSG00000004487",0.580862182415306,6.5713972103031,2.25056633935775,0.148898416414123
"ENSG00000004700",0.583922615978416,6.61741018263079,1.36138043602729,0.256769702691121
"ENSG00000004776",-2.97550119214213,3.0811229061873,8.38297449485882,0.0088319463922445
"ENSG00000004777",-1.32805314543552,3.34548805683132,1.70528690537618,0.207705928379557
"ENSG00000004864",-2.3416753802051,3.20879497016011,5.31905102197667,0.0317140246840334
"ENSG00000004866",-0.358135526404933,3.19257647175332,0.176941089803757,0.678417514653255
"ENSG00000005007",0.139513844466588,3.38719708979374,0.0322480461910089,0.859257712017192
"ENSG00000005059",0.948821729449307,3.97902076633729,1.8227509430065,0.191790240809242
"ENSG00000005075",-0.00704218372088772,4.05572075166718,0.000179354243260512,0.989445026149686
"ENSG00000005108",0.907570172778916,3.6576252998799,0.657931721369464,0.42666258625719
"ENSG00000005156",1.96326363533243,7.73495056511332,7.93661298609736,0.0105177536122098
"ENSG00000005187",1.08208947601978,5.77499714277005,6.35992020617976,0.02008739899355
"ENSG00000005189",-0.479889826666493,3.55708043072579,0.783189347148415,0.386489522376387
"ENSG00000005339",-0.941390274693886,3.91256877198586,3.7320110738743,0.0674017453665953
"ENSG00000005379",-1.62744140773404,3.68658822747567,3.97691887815272,0.0596782552938023
"ENSG00000005421",0.174092475925384,3.74235373892969,0.0876153989141587,0.770225803730724
"ENSG00000005436",0.814243196499369,8.4334173938332,3.28605952660172,0.0846281277485109
"ENSG00000005448",1.62101717806342,5.82927089759326,5.42675180146064,0.0302128929352687
