"","logFC","logCPM","F","PValue"
"ENSG00000000419",0.368130691119318,3.01900672826796,0.342271639807449,0.564942566803516
"ENSG00000000457",1.16054274066427,6.24907482351974,6.47458173649913,0.0191313226314271
"ENSG00000000460",0.174178874851298,6.75792436890391,0.246316112941794,0.624991315204672
"ENSG00000001036",-0.00945271062232705,4.38190734682942,0.000248587537431906,0.987573874004881
"ENSG00000001460",0.528966827261797,6.38885207587997,0.813807821940213,0.377535042188008
"ENSG00000001497",1.22667053471529,2.92930505710469,2.17029415060887,0.155976615332722
"ENSG00000001626",2.14806444487742,5.30357192714863,12.0423903205936,0.00236509311182059
"ENSG00000001631",-0.111396144705676,5.17242786488722,0.0595850422493322,0.809593492782571
"ENSG00000002016",1.37565559459082,4.70445315321196,2.4956896537626,0.129554035200603
"ENSG00000002079",-0.245558926220865,3.68320700114012,0.0995533821539913,0.755574351277563
"ENSG00000002330",-0.124986319307142,3.42998853765614,0.0445133820842783,0.85367256026755
"ENSG00000002587",0.451023142959075,4.00360366390639,0.253188777057885,0.620233372116245
"ENSG00000002726",3.31485726854092,2.41956216415576,2.32801081520275,0.144087298815946
"ENSG00000002746",-0.884866862018569,3.15558182799805,0.993821901870265,0.330499673739619
"ENSG00000002933",3.06348438121992,2.86975981139868,6.07103680821728,0.0227429669379924
"ENSG00000003056",-0.139665231174076,7.73890354294269,0.130907402498826,0.721217213654313
"ENSG00000003147",-1.33220888354597,3.24011164175888,2.25472437304873,0.148542458389502
"ENSG00000003249",0.302225482846571,4.0583920703522,0.527719501186235,0.475828356610483
"ENSG00000003402",1.19684623346332,3.47642493560909,3.5771063237542,0.0728801816614388
"ENSG00000003436",0.116014237851235,3.60534950229356,0.00498102041438379,0.944422879156297
"ENSG00000003509",1.27760335253881,6.77751440639256,6.35104445306253,0.0201636128564045
"ENSG00000003987",0.356940124838382,7.80896022784749,0.609341811612827,0.444008290394039
"ENSG00000004139",0.644316787063521,8.81452103842054,1.506554835705,0.233654674929687
"ENSG00000004142",-0.374203904144775,6.45910203432138,0.902752042701356,0.35317685760541
"ENSG00000004478",-0.179983009929064,5.44413518097638,0.0952317803170708,0.760760704048418
"ENSG00000004487",0.226033068433486,6.5713972103031,0.345731396626261,0.562998809821224
"ENSG00000004700",0.809199355961298,6.61741018263079,2.59433701303176,0.122626116382342
"ENSG00000004776",-2.09645169584945,3.0811229061873,4.04979579879398,0.05757972897376
"ENSG00000004777",-2.44309730435291,3.34548805683132,5.89989978845911,0.0256014929393944
"ENSG00000004864",-0.685541453158438,3.20879497016011,0.43693844232268,0.516007171684311
"ENSG00000004866",0.409568092763239,3.19257647175332,0.216408871201413,0.646722088961726
"ENSG00000005007",0.133253828045544,3.38719708979374,0.0298200970600793,0.864602443267108
"ENSG00000005059",0.340596526054912,3.97902076633729,0.254436366741628,0.619378426121192
"ENSG00000005075",-0.157225933697367,4.05572075166718,0.083301823175207,0.775786821681728
"ENSG00000005108",0.636942973584761,3.6576252998799,0.340023203834659,0.566212919940916
"ENSG00000005156",1.94453638590383,7.73495056511332,7.81532865346182,0.0110357340005765
"ENSG00000005187",1.10105144435256,5.77499714277005,6.62780093585193,0.0179323734772557
"ENSG00000005189",-0.658515884363005,3.55708043072579,1.48665124011566,0.236660596585846
"ENSG00000005339",-1.37342879054614,3.91256877198586,8.0541075868406,0.0100416733617152
"ENSG00000005379",-1.56793872641363,3.68658822747567,3.69109658680295,0.0688011805531103
"ENSG00000005421",1.34061156350676,3.74235373892969,4.63221641555472,0.0435305194460769
"ENSG00000005436",0.73975594202653,8.4334173938332,2.71879773751978,0.114502524219061
"ENSG00000005448",2.98701062095794,5.82927089759326,16.2346358774076,0.000636663454528871
"ENSG00000005471",-0.322355575687343,2.94097311512893,0.128970105040453,0.72319604560684
"ENSG00000005483",0.0286710896329658,8.92173868419285,0.00386647201974483,0.951024498904766
"ENSG00000005513",2.19204466473207,3.83117411498173,4.89690413934596,0.038468116363202
"ENSG00000005810",0.280897731163717,4.18810494401938,0.235977603810926,0.632308104065279
"ENSG00000005812",1.65951037934842,8.67891460818633,18.4311686521493,0.00034162469513557
"ENSG00000005844",-0.699980813510562,3.14326147667978,0.290702786543631,0.595612017798977
"ENSG00000005882",-2.18548654665077,7.03344154869502,16.1993646242637,0.000643272848269904
"ENSG00000005884",0.594384019826089,2.83612772813769,0.321224247729688,0.577062055718239
"ENSG00000006015",-1.99360662089267,3.70356096820234,4.95202871216009,0.0374998824217371
"ENSG00000006016",-0.325239578066364,5.63508130789936,0.733546994717551,0.401694180278678
"ENSG00000006062",-1.77352814508517,2.9958242731338,4.22854102091989,0.0527808016007426
"ENSG00000006118",1.20385920432121,4.87625054359403,5.42739060656785,0.0302042318258548
"ENSG00000006125",0.510410877961808,5.24746654500819,1.02010752636058,0.324334952413989
"ENSG00000006194",0.767189992309363,7.98351695790989,5.00148144229072,0.0366547110435304
"ENSG00000006432",-2.41948474978965,2.5765408713361,4.21439813252544,0.0531433867917794
"ENSG00000006453",0.888053086701984,5.2758978388465,3.05216081988568,0.0956833541879725
"ENSG00000006468",0.23814728120972,2.74995036370996,0.0181611464399905,0.894121043201379
"ENSG00000006530",-0.317426162445551,6.94124154100507,0.249237563704226,0.622958715827186
"ENSG00000006534",-0.954751920689545,3.00808610212451,1.03011903494425,0.322028939607838
"ENSG00000006607",-0.962668563556713,5.88656143366718,4.71347855636173,0.0418999864083817
