"","logFC","logCPM","F","PValue"
"ENSG00000000419",1.13706233194038,3.01900672826796,3.02514416717631,0.0970658297771251
"ENSG00000000457",-0.795502710953444,6.24907482351974,3.17671508936811,0.0895998245044935
"ENSG00000000460",-0.0607590562643221,6.75792436890391,0.0300740519839239,0.864033133805444
"ENSG00000001036",0.646493713679081,4.38190734682942,1.12143426538988,0.301999868155506
"ENSG00000001460",1.97536786107696,6.38885207587997,10.4255813139762,0.00413625689983713
"ENSG00000001497",0.219164237959436,2.92930505710469,0.0781959475997014,0.782575512066478
"ENSG00000001626",1.45440695609413,5.30357192714863,5.93768746815582,0.0241001003738315
"ENSG00000001631",0.0888103773764639,5.17242786488722,0.0377384125408819,0.847892624259713
"ENSG00000002016",-2.38367341735257,4.70445315321196,8.29349468978625,0.00914418196778128
"ENSG00000002079",0.318064196174107,3.68320700114012,0.161241879947818,0.692195115394662
"ENSG00000002330",-0.267471742252482,3.42998853765614,0.208095822488461,0.653087725967426
"ENSG00000002587",1.14599778402741,4.00360366390639,1.54018314383936,0.228686040651312
"ENSG00000002726",-1.99380198790866,2.41956216415576,1.81911980612331,0.193801987634902
"ENSG00000002746",1.7469397403396,3.15558182799805,2.95967609372534,0.100514024998767
"ENSG00000002933",0.652935809687199,2.86975981139868,0.417832191017959,0.525233635190572
"ENSG00000003056",-0.092882085424191,7.73890354294269,0.057899270382379,0.812251512209561
"ENSG00000003147",-0.669452413717293,3.24011164175888,0.557497286313443,0.463797284289052
"ENSG00000003249",0.631954622233279,4.0583920703522,2.26428667355239,0.147727741580901
"ENSG00000003402",0.478607886976626,3.47642493560909,0.615409943913537,0.441781458369412
"ENSG00000003436",-3.37726523261241,3.60534950229356,5.80080277598995,0.0255886785375731
"ENSG00000003509",-0.0475887501634297,6.77751440639256,0.00922852211829692,0.924407132366365
"ENSG00000003987",-0.190901209074534,7.80896022784749,0.175048591880426,0.680039146875487
"ENSG00000004139",0.794055300633415,8.81452103842054,2.27730461560368,0.14662724047681
"ENSG00000004142",-0.245126467026199,6.45910203432138,0.387805926037367,0.540361040762911
"ENSG00000004478",-0.783532434649212,5.44413518097638,1.80694647794496,0.193647638006079
"ENSG00000004487",0.0559889029117319,6.5713972103031,0.0212879190186625,0.885430770727918
"ENSG00000004700",1.42342143947982,6.61741018263079,7.77507283473873,0.0112138957630061
"ENSG00000004776",-1.5399873075531,3.0811229061873,2.09501834184788,0.162987870717218
"ENSG00000004777",4.69867919250539,3.34548805683132,7.45202388736908,0.0135739517948359
"ENSG00000004864",0.213470291173125,3.20879497016011,0.0388977892285598,0.84560492167261
"ENSG00000004866",0.0937729521388421,3.19257647175332,0.011695156692831,0.914938939168558
"ENSG00000005007",-0.391845895738032,3.38719708979374,0.268015774945925,0.61023998313422
"ENSG00000005059",-0.636658643681115,3.97902076633729,0.922121582338131,0.348173306999546
"ENSG00000005075",0.409789941398968,4.05572075166718,0.552007908051554,0.465976881022504
"ENSG00000005108",-1.10140858210963,3.6576252998799,1.10371005160638,0.3057515442009
"ENSG00000005156",0.895459414008785,7.73495056511332,1.75898966406326,0.199422285325924
"ENSG00000005187",0.613769294097125,5.77499714277005,2.11303665466259,0.161275350912342
"ENSG00000005189",-0.631888469793643,3.55708043072579,1.3734445152042,0.254739040056986
"ENSG00000005339",-1.2923631909387,3.91256877198586,7.1530282568271,0.0144179476641245
"ENSG00000005379",0.429086185822011,3.68658822747567,0.248820319328291,0.623248093583114
"ENSG00000005421",-0.941118755025984,3.74235373892969,2.67238784662255,0.117454932828309
"ENSG00000005436",1.08121956355313,8.4334173938332,5.73416639213131,0.026350562786949
"ENSG00000005448",0.38942899459459,5.82927089759326,0.341773859485562,0.565223322373726
"ENSG00000005471",0.463515501881155,2.94097311512893,0.252826116938442,0.620482393944035
"ENSG00000005483",1.44674484117099,8.92173868419285,9.43046212394624,0.00593832175592782
"ENSG00000005513",1.67595361782155,3.83117411498173,3.11525240332618,0.0925435338537317
"ENSG00000005810",0.911246366838022,4.18810494401938,2.38543811492601,0.137856954877921
"ENSG00000005812",0.957446313450721,8.67891460818633,6.36076467506704,0.0200801645992823
"ENSG00000005844",-1.54362638119045,3.14326147667978,1.52544270041309,0.230847187490675
"ENSG00000005882",-1.44461173666851,7.03344154869502,7.35833870530647,0.0132594263666441
"ENSG00000005884",-1.14600112566706,2.83612772813769,1.43757628279326,0.24428715298348
"ENSG00000006015",-0.343541311110366,3.70356096820234,0.139456759484883,0.7126778480481
"ENSG00000006016",-0.783597536374075,5.63508130789936,4.26129490000114,0.0519518780642619
"ENSG00000006062",0.269369186642136,2.9958242731338,0.0877766981941526,0.77002078527018
"ENSG00000006118",1.44196969480318,4.87625054359403,7.66940460397799,0.0116970085140859
"ENSG00000006125",0.359439390156796,5.24746654500819,0.510159377979224,0.483170814338224
"ENSG00000006194",0.505776147828522,7.98351695790989,2.19153217923096,0.154065024999266
"ENSG00000006432",-1.74734633760746,2.5765408713361,2.13321069874721,0.159383826210307
"ENSG00000006453",0.0408831431156276,5.2758978388465,0.00672216822525701,0.935455462853238
"ENSG00000006468",-2.15592173071227,2.74995036370996,1.9612734536351,0.176418046022615
"ENSG00000006530",0.325841069628206,6.94124154100507,0.260776742083966,0.615073993398916
"ENSG00000006534",-0.995395974291574,3.00808610212451,1.1252209144202,0.301206464125451
"ENSG00000006607",-0.666420278728578,5.88656143366718,2.27189625903752,0.147083244457362
"ENSG00000006634",0.488355780093294,4.43540474975327,0.870002121381311,0.361873870716516
"ENSG00000006652",-1.14694975382007,3.12687075583762,3.37201155495897,0.0809442836782794
"ENSG00000006712",0.0766498455066735,5.99036274229025,0.0344654360491231,0.854555479329936
"ENSG00000006740",0.923603428450462,4.33261757514615,2.48574346316885,0.130278091422916
"ENSG00000006744",-0.160916290894107,3.23067122195205,0.0283002189787049,0.868063170606948
"ENSG00000006756",1.19893081527791,3.51797517302023,1.08643090192593,0.309470368229019
"ENSG00000007001",0.673395055382638,4.41463998909398,0.63389365731355,0.435107028554547
"ENSG00000007168",-0.31912580078123,3.65327461114443,0.326885894426322,0.573750866746083
"ENSG00000007174",-0.159003205123422,3.37790120015121,0.051782489123021,0.822257393202197
"ENSG00000007202",0.580454991617597,2.85588417826428,0.314045996355708,0.581316553584215
