"","logFC","logCPM","F","PValue"
"ENSG00000000419",0.774882387620352,3.01900672826796,1.35449004802541,0.257938984878525
"ENSG00000000457",-0.41770767076352,6.24907482351974,0.865036501115326,0.363219382779235
"ENSG00000000460",0.20252619928803,6.75792436890391,0.328206680082489,0.572983931197284
"ENSG00000001036",0.743550754077572,4.38190734682942,1.40763572729333,0.24909617039461
"ENSG00000001460",1.77784536705895,6.38885207587997,8.41348659142944,0.00872820380327494
"ENSG00000001497",0.243333166213052,2.92930505710469,0.0898765208368126,0.767370374307972
"ENSG00000001626",0.182483151407263,5.30357192714863,0.0988104308822781,0.756457006036616
"ENSG00000001631",0.207560822425486,5.17242786488722,0.198582331512354,0.660565242443737
"ENSG00000002016",-0.332548433498146,4.70445315321196,0.15444657979806,0.69840221542584
"ENSG00000002079",-0.906723778770179,3.68320700114012,1.25798999116861,0.275073296612299
"ENSG00000002330",-0.0833114418096307,3.42998853765614,0.0194174731250367,0.890544072608601
"ENSG00000002587",0.308617081941434,4.00360366390639,0.114800262937908,0.738209887754379
"ENSG00000002726",-2.01233573318237,2.41956216415576,1.77759143143562,0.198734880509187
"ENSG00000002746",1.79891103279688,3.15558182799805,2.83046984990385,0.107750220159464
"ENSG00000002933",-0.318879132806196,2.86975981139868,0.0999352929424135,0.755122040995493
"ENSG00000003056",0.239457191922013,7.73890354294269,0.380622186696088,0.544101675585593
"ENSG00000003147",-0.717228047894198,3.24011164175888,0.625448695975975,0.438136456245622
"ENSG00000003249",0.240502556426569,4.0583920703522,0.314644044212094,0.580959645864359
"ENSG00000003402",-0.124789344921202,3.47642493560909,0.0400751542156773,0.843317754379606
"ENSG00000003436",-4.03439799772104,3.60534950229356,8.17325044963482,0.00958329647084225
"ENSG00000003509",0.137172362639162,6.77751440639256,0.0761028082688013,0.785427750654533
"ENSG00000003987",0.636033780959487,7.80896022784749,1.90532261345826,0.182437094727949
"ENSG00000004139",0.670850751623465,8.81452103842054,1.62642578358795,0.216544161277823
"ENSG00000004142",0.376534073415723,6.45910203432138,0.889727984051307,0.356599182085475
"ENSG00000004478",-0.781586040811121,5.44413518097638,1.7203828547945,0.204227802601105
"ENSG00000004487",0.502343343527656,6.5713972103031,1.67118288039827,0.21056401055119
"ENSG00000004700",1.57365566388861,6.61741018263079,9.31395184040301,0.00620106910069819
"ENSG00000004776",-2.82288762601233,3.0811229061873,7.0753940820732,0.0148851431177726
"ENSG00000004777",-0.640038654015026,3.34548805683132,0.35110557999265,0.560707635604543
"ENSG00000004864",-0.373490733076419,3.20879497016011,0.123530061213305,0.728844476476407
"ENSG00000004866",-0.999213022392777,3.19257647175332,1.38118676170945,0.253446844057455
"ENSG00000005007",-0.585074731200288,3.38719708979374,0.561537373422247,0.462203868330526
"ENSG00000005059",-0.121885264566116,3.97902076633729,0.0320511873978551,0.859683148204232
"ENSG00000005075",0.251539813293323,4.05572075166718,0.198492304667589,0.660637026440999
"ENSG00000005108",-0.658121228325852,3.6576252998799,0.378018070851204,0.54546980647434
"ENSG00000005156",1.09605077303219,7.73495056511332,2.58590722561176,0.123200628050535
"ENSG00000005187",0.503927872410861,5.77499714277005,1.40904825803443,0.248866552793002
"ENSG00000005189",0.448553270393774,3.55708043072579,0.606629425629145,0.445009478481715
"ENSG00000005339",-1.21845371106891,3.91256877198586,6.00063395941445,0.0234484549172533
"ENSG00000005379",-0.642263603182531,3.68658822747567,0.582553468639484,0.45405810469925
"ENSG00000005421",-0.156932116246823,3.74235373892969,0.0685245825907707,0.79612458361662
"ENSG00000005436",1.06646516073539,8.4334173938332,5.56900250687631,0.0283515373688829
"ENSG00000005448",-0.416503508260881,5.82927089759326,0.390784544013171,0.538824247403963
"ENSG00000005471",0.58911807788184,2.94097311512893,0.386932553105734,0.540813216187291
"ENSG00000005483",0.624232257964154,8.92173868419285,1.811318447938,0.193131602097185
"ENSG00000005513",0.164433752304442,3.83117411498173,0.032500871241001,0.858713290174283
"ENSG00000005810",-0.0463921287637671,4.18810494401938,0.00633910329811593,0.937317288842762
"ENSG00000005812",0.791840087659262,8.67891460818633,4.36252148255338,0.0494824821248364
"ENSG00000005844",-2.72818457320705,3.14326147667978,5.11410276224178,0.0348092258122106
"ENSG00000005882",-0.276499330331258,7.03344154869502,0.272015720841585,0.607604610766952
"ENSG00000005884",-0.00955906795048641,2.83612772813769,5.11648461946716e-05,0.994362365659154
"ENSG00000006015",-0.266277155823304,3.70356096820234,0.0760542475461666,0.785494422196589
"ENSG00000006016",0.146159946135422,5.63508130789936,0.142606835802192,0.709607141178294
"ENSG00000006062",0.896268827233105,2.9958242731338,0.806523208813252,0.379637480343734
"ENSG00000006118",0.881768681371485,4.87625054359403,2.89284387971189,0.104183153960944
"ENSG00000006125",0.825714123164374,5.24746654500819,2.56038731944542,0.1249594700864
"ENSG00000006194",0.578878504763418,7.98351695790989,2.84992258303273,0.106622553546491
"ENSG00000006432",0.0827664737890111,2.5765408713361,0.00553672365210572,0.941410316988555
"ENSG00000006453",-0.00864848649947196,5.2758978388465,0.000284072142808531,0.986716647243913
"ENSG00000006468",-1.3155667328277,2.74995036370996,0.650321814209156,0.429307834315957
"ENSG00000006530",0.0512380895617863,6.94124154100507,0.00639114173547827,0.937061101911352
"ENSG00000006534",-1.28737072443361,3.00808610212451,1.78234473024277,0.196583628368462
"ENSG00000006607",-0.120357208005856,5.88656143366718,0.0724330545892528,0.790532430715825
"ENSG00000006634",0.377819635551698,4.43540474975327,0.499932969630944,0.487535998400905
"ENSG00000006652",-0.55794623554202,3.12687075583762,0.723867989124219,0.404763492405807
"ENSG00000006712",0.284681079549509,5.99036274229025,0.465672907090498,0.502667579878614
"ENSG00000006740",-0.125542110130529,4.33261757514615,0.045377211483606,0.833428236927924
"ENSG00000006744",2.1530955519446,3.23067122195205,3.08111099745636,0.0942274152328801
